
studentNumber,familyID,addressID
201900299,1597,1597
201900300,1598,1598
201900301,1599,1599
201900302,1600,1600
201900303,1601,1601
201900304,1602,1602
201900305,1603,1603
201900306,1604,1604
201900307,1605,1605
201900308,1606,1606
201900309,1607,1607
201900310,1608,1608
201900311,1609,1609
201900312,1610,1610
201900313,1611,1611
201900314,1612,1612
201900315,1613,1613
201900316,1614,1614
201900317,1615,1615
201900318,1616,1616
201900319,1617,1617
201900320,1618,1618
201900321,1619,1619
201900322,1620,1620
201900323,1621,1621
201900324,1622,1622
201900325,1623,1623
201900326,1624,1624
201900327,1625,1625
201900328,1626,1626
201900329,1627,1627
201900330,1628,1628
201900331,1629,1629
201900332,1630,1630
201900333,1631,1631
201900334,1632,1632
201900335,1633,1633
201900336,1634,1634
201900337,1635,1635
201900338,1636,1636
201900339,1637,1637
201900340,1638,1638
201900341,1639,1639
201900342,1640,1640
201900343,1641,1641
201900344,1642,1642
201900345,1643,1643
201900346,1644,1644
201900347,1645,1645
201900348,1646,1646
201900349,1647,1647
201900350,1648,1648
201900351,1649,1649
201900352,1650,1650
201900353,1651,1651
201900354,1652,1652
201900355,1653,1653
201900356,1654,1654
201900357,1655,1655
201900358,1656,1656
201900359,1657,1657
201900360,1658,1658
201900361,1659,1659
201900362,1660,1660
201900363,1661,1661
201900364,1662,1662
201900365,1663,1663
201900366,1664,1664
201900367,1665,1665
201900368,1666,1666
201900369,1667,1667
201900370,1668,1668
201900371,1669,1669
201900372,1670,1670
201900373,1671,1671
201900374,1672,1672
201900375,1673,1673
201900376,1674,1674
201900377,1675,1675
201900378,1676,1676
201900379,1677,1677
201900380,1678,1678
201900381,1679,1679
201900382,1680,1680
201900383,1681,1681
201900384,1682,1682
201900385,1683,1683
201900386,1684,1684
201900387,1685,1685
201900388,1686,1686
201900389,1687,1687
201900390,1688,1688
201900391,1689,1689
201900392,1690,1690
201900393,1691,1691
201900394,1692,1692
201900395,1693,1693
201900396,1694,1694
201900397,1695,1695
201900398,1696,1696
201900399,1697,1697
201900400,1698,1698
201900401,1699,1699
201900402,1700,1700
201900403,1701,1701
201900404,1702,1702
201900405,1703,1703
201900406,1704,1704
201900407,1705,1705
201900408,1706,1706
201900409,1707,1707
201900410,1708,1708
201900411,1709,1709
201900412,1710,1710
201900413,1711,1711
201900414,1712,1712
201900415,1713,1713
201900416,1714,1714
201900417,1715,1715
201900418,1716,1716
201900419,1717,1717
201900420,1718,1718
201900421,1719,1719
201900422,1720,1720
201900423,1721,1721
201900424,1722,1722
201900425,1723,1723
201900426,1724,1724
201900427,1725,1725
201900428,1726,1726
201900429,1727,1727
201900430,1728,1728
201900431,1729,1729
201900432,1730,1730
201900433,1731,1731
201900434,1732,1732
201900435,1733,1733
201900436,1734,1734
201900437,1735,1735
201900438,1736,1736
201900439,1737,1737
201900440,1738,1738
201900441,1739,1739
201900442,1740,1740
201900443,1741,1741
201900444,1742,1742
201900445,1743,1743
201900446,1744,1744
201900447,1745,1745
201900448,1746,1746
201900449,1747,1747
201900450,1748,1748
201900451,1749,1749
201900452,1750,1750
201900453,1751,1751
201900454,1752,1752
201900455,1753,1753
201900456,1754,1754
201900457,1755,1755
201900458,1756,1756
201900459,1757,1757
201900460,1758,1758
201900461,1759,1759
201900462,1760,1760
201900463,1761,1761
201900464,1762,1762
201900465,1763,1763
201900466,1764,1764
201900467,1765,1765
201900468,1766,1766
201900469,1767,1767
201900470,1768,1768
201900471,1769,1769
201900472,1770,1770
201900473,1771,1771
201900474,1772,1772
201900475,1773,1773
201900476,1774,1774
201900477,1775,1775
201900478,1776,1776
201900479,1777,1777
201900480,1778,1778
201900481,1779,1779
201900482,1780,1780
201900483,1781,1781
201900484,1782,1782
201900485,1783,1783
201900486,1784,1784
201900487,1785,1785
201900488,1786,1786
201900489,1787,1787
201900490,1788,1788
201900491,1789,1789
201900492,1790,1790
201900493,1791,1791
201900494,1792,1792
201900495,1793,1793
201900496,1794,1794
201900497,1795,1795
201900498,1796,1796
201900499,1797,1797
201900500,1798,1798
201900501,1799,1799
201900502,1800,1800
201900503,1801,1801
201900504,1802,1802
201900505,1803,1803
201900506,1804,1804
201900507,1805,1805
201900508,1806,1806
201900509,1807,1807
201900510,1808,1808
201900511,1809,1809
201900512,1810,1810
201900513,1811,1811
201900514,1812,1812
201900515,1813,1813
201900516,1814,1814
201900517,1815,1815
201900518,1816,1816
201900519,1817,1817
201900520,1818,1818
201900521,1819,1819
201900522,1820,1820
201900523,1821,1821
201900524,1822,1822
201900525,1823,1823
201900526,1824,1824
201900527,1825,1825
201900528,1826,1826
201900529,1827,1827
201900530,1828,1828
201900531,1829,1829
201900532,1830,1830
201900533,1831,1831
201900534,1832,1832
201900535,1833,1833
201900536,1834,1834
201900537,1835,1835
201900538,1836,1836
201900539,1837,1837
201900540,1838,1838
201900541,1839,1839
201900542,1840,1840
201900543,1841,1841
201900544,1842,1842
201900545,1843,1843
201900546,1844,1844
201900547,1845,1845
201900548,1846,1846
201900549,1847,1847
201900550,1848,1848
201900551,1849,1849
201900552,1850,1850
201900553,1851,1851
201900554,1852,1852
201900555,1853,1853
201900556,1854,1854
201900557,1855,1855
201900558,1856,1856
201900559,1857,1857
201900560,1858,1858
201900561,1859,1859
201900562,1860,1860
201900563,1861,1861
201900564,1862,1862
201900565,1863,1863
201900566,1864,1864
201900567,1865,1865
201900568,1866,1866
201900569,1867,1867
201900570,1868,1868
201900571,1869,1869
201900572,1870,1870
201900573,1871,1871
201900574,1872,1872
201900575,1873,1873
201900576,1874,1874
201900577,1875,1875
201900578,1876,1876
201900579,1877,1877
201900580,1878,1878
201900581,1879,1879
201900582,1880,1880
201900583,1881,1881
201900584,1882,1882
201900585,1883,1883
201900586,1884,1884
201900587,1885,1885
201900588,1886,1886
201900589,1887,1887
201900590,1888,1888
201900591,1889,1889
201900592,1890,1890
201900593,1891,1891
201900594,1892,1892
201900595,1893,1893
201900596,1894,1894
201900597,1895,1895
201900598,1896,1896
201900599,1897,1897
201900600,1898,1898
201900601,1899,1899
201900602,1900,1900
201900603,1901,1901
201900604,1902,1902
201900605,1903,1903
201900606,1904,1904
201900607,1905,1905
201900608,1906,1906
201900609,1907,1907
201900610,1908,1908
201900611,1909,1909
201900612,1910,1910
201900613,1911,1911
201900614,1912,1912
201900615,1913,1913
201900616,1914,1914
201900617,1915,1915
201900618,1916,1916
201900619,1917,1917
201900620,1918,1918
201900621,1919,1919
201900622,1920,1920
201900623,1921,1921
201900624,1922,1922
201900625,1923,1923
201900626,1924,1924
201900627,1925,1925
201900628,1926,1926
201900629,1927,1927
201900630,1928,1928
201900631,1929,1929
201900632,1930,1930
201900633,1931,1931
201900634,1932,1932
201900635,1933,1933
201900636,1934,1934
201900637,1935,1935
201900638,1936,1936
201900639,1937,1937
201900640,1938,1938
201900641,1939,1939
201900642,1940,1940
201900643,1941,1941
201900644,1942,1942
201900645,1943,1943
201900646,1944,1944
201900647,1945,1945
201900648,1946,1946
201900649,1947,1947
