
familyID,familyGuardian,familyStatus,motherEdu,fatherEdu,fatherJobID,motherJobID,familySizeID
833,mother,T,4,4,2,2,1
834,father,T,3,4,3,3,1
835,mother,T,1,0,3,3,1
836,mother,T,4,4,3,5,2
837,mother,T,1,3,4,1,1
838,mother,T,3,3,3,3,2
839,mother,T,4,3,3,5,2
840,mother,T,2,2,3,4,1
841,father,T,3,3,3,3,1
842,mother,T,4,2,4,5,1
843,mother,T,4,3,3,3,1
844,mother,T,4,3,3,5,1
845,mother,T,3,3,3,4,1
846,father,T,2,4,4,4,1
847,mother,T,3,3,3,3,2
848,mother,T,3,2,3,3,1
849,mother,T,3,3,4,4,1
850,mother,T,1,2,4,4,1
851,mother,T,2,1,3,3,2
852,mother,A,3,3,3,2,1
853,mother,T,1,2,3,1,1
854,mother,T,2,3,4,4,1
855,mother,T,1,1,4,1,1
856,other,T,1,2,4,1,1
857,mother,T,3,3,4,4,1
858,father,T,2,3,3,3,1
859,father,T,2,4,4,4,2
860,mother,T,4,4,5,4,1
861,father,T,3,3,3,5,2
862,mother,T,4,4,5,4,1
863,mother,T,4,4,5,5,2
864,mother,T,4,3,3,2,1
865,mother,T,2,3,3,3,1
866,mother,T,1,1,3,3,1
867,mother,T,2,2,3,3,1
868,mother,T,2,2,4,4,1
869,mother,T,3,4,4,1,1
870,mother,A,3,1,3,4,1
871,mother,T,4,3,3,5,1
872,mother,T,1,1,3,1,1
873,mother,T,4,3,3,5,1
874,other,T,3,3,3,3,1
875,mother,T,4,4,3,4,2
876,mother,A,2,2,3,3,1
877,mother,T,2,2,3,4,1
878,mother,T,4,4,3,4,2
879,mother,T,3,2,3,3,2
880,mother,T,4,3,3,3,1
881,father,T,3,3,2,4,2
882,father,T,2,3,3,1,1
883,mother,T,2,2,1,1,1
884,mother,T,2,1,4,1,1
885,mother,T,1,1,3,1,1
886,mother,T,2,3,5,4,1
887,mother,T,2,2,3,3,1
888,mother,T,4,4,4,5,1
889,mother,T,3,1,3,3,1
890,mother,T,3,2,3,3,1
891,father,T,2,3,4,4,2
892,mother,T,2,1,3,1,2
893,mother,A,2,1,3,3,1
894,father,T,4,3,3,2,2
895,father,T,2,2,3,3,1
896,mother,T,4,4,5,5,1
897,father,T,4,4,3,2,1
898,mother,T,1,1,3,3,2
899,mother,T,3,2,3,1,1
900,father,T,2,2,3,3,2
901,mother,T,2,1,3,3,1
902,mother,A,4,1,3,3,1
903,mother,A,2,4,3,4,2
904,mother,T,2,2,4,1,2
905,mother,T,3,3,3,3,1
906,other,T,2,2,1,3,1
907,mother,T,4,4,5,5,1
908,father,T,3,2,3,3,1
909,mother,T,1,1,1,1,2
910,mother,T,1,2,3,3,1
911,mother,T,2,1,4,1,1
912,other,A,1,4,3,3,2
913,father,T,2,2,4,3,1
914,mother,A,2,2,3,3,2
915,mother,T,1,1,3,1,2
916,mother,A,4,2,3,5,2
917,mother,T,4,3,3,2,2
918,mother,A,4,4,3,5,2
919,mother,T,4,3,3,5,2
920,mother,T,4,4,4,4,1
921,mother,T,4,4,4,5,1
922,father,T,1,1,3,3,1
923,mother,T,3,3,3,4,1
924,mother,T,1,1,3,1,1
925,other,T,2,1,3,3,1
926,mother,T,2,1,3,3,1
927,father,T,1,1,4,3,1
928,father,T,2,3,3,3,1
929,mother,T,3,1,4,4,1
930,mother,T,3,3,4,3,2
931,mother,T,0,2,3,3,1
932,mother,T,3,2,3,4,1
933,other,T,3,3,3,1,1
934,mother,T,2,1,4,4,1
935,mother,T,2,1,3,3,1
936,mother,T,2,1,3,3,1
937,mother,T,1,1,3,2,2
938,mother,A,2,1,3,3,2
939,mother,T,4,2,4,5,2
940,mother,T,2,2,4,4,1
941,mother,T,2,1,3,4,2
942,mother,T,4,2,3,3,1
943,mother,T,1,1,1,3,2
944,mother,T,2,2,3,3,1
945,mother,A,4,3,1,4,2
946,mother,T,2,1,3,3,1
947,mother,T,2,2,4,3,1
948,father,T,2,2,4,4,2
949,other,T,2,1,3,3,1
950,father,T,4,3,3,4,1
951,mother,T,4,3,3,5,1
952,mother,T,3,2,3,3,1
953,mother,T,3,3,3,3,1
954,mother,T,2,2,4,1,1
955,father,T,2,2,3,3,1
956,mother,A,3,4,3,3,2
957,mother,T,3,1,3,4,1
958,mother,T,4,4,3,5,1
959,father,T,4,2,3,2,1
960,mother,T,2,1,3,3,1
961,other,T,3,3,4,3,1
962,father,T,2,3,4,3,1
963,mother,T,1,1,3,3,2
964,mother,T,1,2,1,1,1
965,mother,T,2,1,3,3,1
966,mother,T,2,4,2,1,1
967,mother,T,2,2,3,4,2
968,mother,A,3,2,4,3,1
969,mother,T,4,4,4,5,1
970,father,T,4,4,2,2,1
971,father,T,2,2,4,3,1
972,father,T,3,2,4,4,1
973,mother,T,4,3,4,5,2
974,other,T,1,2,3,1,1
975,mother,A,4,1,3,4,2
976,mother,A,3,2,4,5,2
977,mother,T,1,1,3,1,2
978,mother,T,1,1,3,3,1
979,mother,T,2,2,3,3,1
980,mother,T,2,1,3,3,1
981,father,T,1,1,3,3,1
982,mother,T,2,2,1,1,1
983,mother,T,1,1,5,4,1
984,mother,T,2,1,4,4,1
985,mother,A,4,4,5,5,2
986,mother,T,4,2,3,5,1
987,mother,T,4,3,4,2,1
988,mother,T,3,1,3,4,2
989,mother,T,3,2,3,4,2
990,mother,T,3,3,3,2,1
991,other,T,4,4,3,2,1
992,other,T,4,3,3,3,2
993,father,T,4,3,3,3,1
994,mother,T,4,4,5,5,2
995,mother,A,4,4,3,2,2
996,father,T,4,4,5,3,2
997,mother,T,4,4,4,4,1
998,mother,T,4,2,3,3,1
999,father,T,3,2,2,2,1
1000,mother,T,2,1,4,1,2
1001,other,A,3,2,3,4,1
1002,father,T,3,3,4,3,1
1003,mother,T,1,4,5,3,1
1004,mother,T,2,1,3,4,1
1005,father,T,2,3,3,3,1
1006,mother,T,4,4,5,5,1
1007,mother,T,4,3,3,3,1
1008,mother,T,4,3,4,2,2
1009,father,T,3,4,4,1,1
1010,father,T,3,3,3,1,1
1011,mother,T,4,2,3,2,1
1012,mother,T,4,4,3,5,1
1013,mother,T,3,4,3,3,1
1014,mother,T,4,4,2,2,1
1015,mother,A,4,3,4,4,1
1016,mother,A,3,3,3,4,2
1017,father,T,2,1,3,3,2
1018,father,T,4,4,3,3,2
1019,other,T,1,1,3,3,1
1020,other,A,1,1,3,3,2
1021,mother,T,2,2,3,3,1
1022,mother,T,2,2,3,3,1
1023,mother,T,2,2,4,4,2
1024,father,T,3,1,4,4,1
1025,father,T,0,2,1,1,2
1026,mother,T,1,1,3,3,1
1027,mother,T,4,4,3,3,1
1028,mother,T,3,3,4,3,1
1029,mother,T,2,2,3,4,1
1030,mother,T,4,4,4,5,1
1031,mother,T,4,4,5,5,1
1032,mother,T,3,3,3,1,1
1033,mother,T,2,2,3,3,2
1034,other,T,3,2,4,1,1
1035,mother,T,2,2,3,1,1
1036,father,T,2,4,3,1,1
1037,mother,T,2,2,3,3,1
1038,mother,T,3,3,4,4,1
1039,other,T,2,2,3,3,2
1040,mother,T,2,2,3,1,1
1041,mother,T,3,4,3,4,1
1042,mother,T,3,2,3,3,1
1043,mother,T,3,3,4,4,2
1044,mother,A,3,2,3,3,1
1045,father,T,4,4,4,5,1
1046,mother,T,3,4,3,4,2
1047,father,A,2,2,1,1,1
1048,mother,T,2,3,3,1,1
1049,mother,T,3,2,4,3,1
1050,mother,T,4,3,4,5,1
1051,mother,T,4,3,3,5,1
1052,mother,T,4,3,3,2,1
1053,mother,T,2,1,3,4,1
1054,mother,T,2,1,3,4,1
1055,other,A,2,3,3,1,2
1056,mother,T,3,1,1,3,1
1057,other,T,4,4,3,3,2
1058,mother,T,2,2,4,4,2
1059,other,A,3,4,3,3,2
1060,mother,T,2,2,4,4,1
1061,mother,A,4,4,3,2,2
1062,mother,T,4,2,3,5,2
1063,other,T,1,1,3,1,2
1064,other,T,1,1,3,3,1
1065,other,T,4,4,3,5,1
1066,mother,A,3,2,3,3,2
1067,father,T,3,2,3,1,1
1068,father,T,2,3,4,3,1
1069,mother,T,2,1,3,3,1
1070,mother,A,2,2,3,4,2
1071,mother,T,1,0,3,3,1
1072,mother,T,3,2,3,4,1
1073,father,T,1,3,3,1,1
1074,mother,T,2,2,3,3,1
1075,mother,T,1,1,4,1,1
1076,mother,T,3,3,3,1,1
1077,mother,T,2,3,4,1,1
1078,mother,T,2,1,3,1,2
1079,mother,A,4,4,3,1,2
1080,mother,A,1,2,3,3,1
1081,father,T,3,2,3,1,1
1082,father,T,1,1,3,3,1
1083,mother,T,4,4,3,5,1
1084,mother,A,2,2,3,1,2
1085,father,T,1,1,4,1,2
1086,mother,T,1,1,4,3,2
1087,mother,T,0,2,3,3,1
1088,mother,T,2,3,3,3,1
1089,father,T,3,3,4,3,1
1090,mother,T,1,1,4,1,1
1091,mother,T,1,1,3,3,1
1092,father,T,4,1,4,2,2
1093,father,T,4,1,4,2,2
1094,mother,T,3,4,2,3,1
1095,mother,T,1,1,3,3,1
1096,father,T,3,3,1,1,2
1097,mother,T,2,1,3,3,1
1098,mother,T,4,4,5,5,1
1099,mother,T,1,2,4,3,1
1100,mother,T,2,3,4,3,1
1101,father,T,1,2,3,3,1
1102,mother,T,2,2,3,3,1
1103,mother,T,1,2,4,3,1
1104,mother,T,1,2,4,3,1
1105,mother,T,2,1,3,1,1
1106,father,T,1,1,3,1,1
1107,mother,T,1,2,4,1,2
1108,father,T,1,1,3,3,1
1109,father,T,1,1,3,1,1
1110,father,T,1,1,3,1,1
1111,mother,T,1,1,3,1,1
1112,father,T,1,1,1,1,1
1113,father,T,2,2,3,3,2
1114,father,T,1,1,3,1,1
1115,father,T,1,2,3,3,1
1116,mother,T,3,1,4,3,1
1117,father,T,2,2,4,3,1
1118,mother,T,2,2,3,2,1
1119,father,T,4,4,5,3,1
1120,mother,T,3,3,3,4,1
1121,mother,T,2,2,3,1,1
1122,father,T,2,2,3,3,2
1123,mother,T,2,1,4,1,2
1124,father,T,1,3,3,1,2
1125,mother,T,2,2,4,3,1
1126,mother,T,2,1,3,3,2
1127,father,T,3,3,4,4,1
1128,father,T,1,1,3,1,1
1129,mother,T,2,2,1,3,1
1130,other,T,2,3,4,1,1
1131,mother,T,2,1,3,1,1
1132,mother,T,1,1,3,1,2
1133,father,T,2,2,3,3,1
1134,mother,A,2,2,3,3,2
1135,mother,T,2,2,3,1,1
1136,father,T,2,2,4,3,1
1137,other,A,3,2,3,3,2
1138,mother,T,1,1,4,1,1
1139,mother,T,1,1,3,3,1
1140,mother,T,1,1,1,1,1
1141,other,T,1,1,3,3,1
1142,mother,A,2,2,3,2,1
1143,father,T,0,1,1,3,1
1144,mother,T,1,2,3,1,2
1145,mother,T,3,3,3,3,1
1146,mother,T,1,1,4,4,2
1147,mother,T,3,3,1,4,1
1148,mother,T,2,1,4,3,1
1149,mother,T,2,2,3,4,1
1150,father,T,1,2,3,3,1
1151,father,T,4,3,3,3,2
1152,mother,T,2,2,4,4,2
1153,other,T,1,1,3,3,1
1154,mother,T,2,2,3,3,2
1155,mother,T,1,1,3,1,1
1156,mother,T,3,3,4,1,1
1157,father,T,1,1,4,3,2
1158,mother,T,2,2,3,3,1
1159,father,T,1,1,3,1,2
1160,mother,T,2,2,3,3,1
1161,mother,A,1,0,3,3,1
1162,mother,T,1,1,3,1,1
1163,mother,T,3,1,3,3,1
1164,mother,T,3,2,1,4,1
1165,mother,T,1,1,1,3,2
1166,father,T,4,4,5,2,1
1167,mother,T,1,2,3,3,2
1168,father,A,2,4,4,3,1
1169,mother,T,2,1,4,3,1
1170,mother,T,1,1,3,1,2
1171,mother,T,2,3,4,1,1
1172,mother,T,4,4,2,2,1
1173,mother,T,4,4,2,1,2
1174,mother,T,3,4,3,1,2
1175,mother,T,4,4,4,3,2
1176,mother,T,4,1,3,3,1
1177,mother,T,2,2,4,4,2
1178,mother,T,2,2,3,1,1
1179,father,T,4,4,4,4,2
1180,mother,T,3,3,4,4,1
1181,mother,T,1,1,4,1,1
1182,mother,T,2,1,4,2,1
1183,mother,T,2,1,4,3,2
1184,father,T,4,4,2,5,2
1185,mother,T,1,2,4,3,1
1186,mother,A,2,2,3,3,2
1187,mother,A,2,1,4,4,2
1188,mother,T,2,2,3,3,2
1189,mother,T,4,1,3,3,2
1190,mother,T,3,2,3,1,1
1191,mother,T,2,2,3,3,1
1192,mother,T,4,4,4,5,1
1193,father,T,4,4,3,2,1
1194,father,T,1,3,3,3,2
1195,mother,T,3,4,3,4,1
1196,father,T,4,4,2,2,1
1197,father,T,4,1,1,3,2
1198,mother,A,1,1,1,1,1
1199,mother,T,4,2,3,3,1
1200,father,A,2,2,4,3,2
1201,father,T,3,2,3,3,1
1202,mother,T,1,1,3,3,1
1203,mother,A,1,0,3,3,2
1204,father,T,1,1,1,1,1
1205,father,T,1,2,3,3,1
1206,mother,T,1,2,1,3,2
1207,mother,T,3,1,3,3,1
1208,mother,T,2,2,3,3,1
1209,other,T,1,0,1,1,1
1210,mother,T,1,1,4,3,1
1211,mother,T,1,1,1,1,2
1212,father,T,2,2,4,3,2
1213,mother,T,2,2,3,3,1
1214,father,T,3,2,3,4,1
1215,mother,T,1,1,3,1,2
1216,other,T,1,1,3,4,1
1217,mother,T,3,2,3,4,1
1218,mother,T,3,2,4,1,1
1219,mother,T,3,3,1,1,1
1220,mother,T,2,2,4,4,1
1221,other,T,2,1,3,1,1
1222,mother,A,3,2,1,4,1
1223,mother,T,1,1,1,3,1
1224,other,T,1,1,3,3,1
1225,mother,A,4,3,4,4,1
1226,mother,T,3,2,3,3,1
1227,other,T,1,1,4,3,1
1228,mother,T,3,3,3,2,1
1229,mother,T,1,3,4,1,2
1230,other,T,1,1,3,3,1
1231,mother,A,1,2,3,1,1
1232,mother,A,1,1,3,1,2
1233,mother,T,2,2,3,3,1
1234,mother,T,0,0,3,1,1
1235,other,A,3,1,1,3,2
1236,mother,T,4,2,4,5,1
1237,mother,T,2,2,4,4,2
1238,mother,T,4,1,1,2,1
1239,father,T,1,2,3,1,2
1240,mother,T,1,1,3,3,1
1241,father,T,2,2,1,4,1
1242,mother,T,3,3,4,4,1
1243,mother,A,1,2,3,1,2
1244,mother,T,4,4,5,5,1
1245,mother,T,4,4,3,4,2
1246,mother,T,4,2,3,3,1
1247,mother,T,2,2,3,1,1
1248,mother,T,1,2,4,1,2
1249,mother,T,4,4,4,1,1
1250,father,T,1,1,4,3,1
1251,mother,T,2,2,3,3,1
1252,father,T,2,2,4,4,2
1253,mother,A,4,2,3,5,2
1254,mother,T,1,1,4,1,1
1255,father,T,1,1,4,1,1
1256,father,T,4,2,3,5,1
1257,mother,A,2,1,3,4,2
1258,mother,A,1,1,4,1,2
1259,father,T,1,2,1,1,1
1260,other,A,1,1,1,1,1
1261,mother,T,2,2,3,4,1
1262,mother,T,4,3,3,4,1
1263,father,T,3,3,4,4,1
1264,father,T,4,4,4,5,1
1265,mother,A,3,2,3,4,2
1266,father,T,1,1,4,3,2
1267,father,T,1,1,4,1,2
1268,mother,A,1,2,3,1,2
1269,mother,T,3,3,4,4,1
1270,mother,T,4,4,1,1,2
1271,father,T,1,2,4,3,1
1272,mother,T,1,3,3,1,1
1273,mother,T,4,4,4,5,2
1274,mother,T,1,1,4,3,1
1275,father,T,2,3,4,1,1
1276,father,T,4,4,5,3,1
1277,father,T,1,2,4,1,2
1278,mother,T,2,2,1,3,1
1279,mother,T,1,2,3,3,1
1280,mother,T,4,4,3,3,2
1281,mother,T,1,1,3,3,1
1282,other,T,1,1,3,1,1
1283,mother,T,4,4,4,5,2
1284,mother,T,3,3,3,3,1
1285,mother,T,3,1,3,1,1
1286,father,T,4,4,5,5,1
1287,mother,T,2,1,3,3,1
1288,father,T,2,3,4,3,1
1289,mother,T,1,1,4,3,1
1290,father,T,4,2,3,3,1
1291,mother,T,2,2,3,1,1
1292,mother,T,4,3,3,5,1
1293,mother,T,4,4,1,5,1
1294,mother,T,2,3,3,4,1
1295,mother,T,3,1,4,5,2
1296,mother,T,1,1,3,3,1
1297,mother,T,3,1,4,4,2
1298,mother,T,3,2,3,4,2
1299,mother,A,4,4,5,1,1
1300,father,T,1,1,3,1,1
1301,mother,T,1,1,3,1,2
1302,mother,T,4,2,4,2,1
1303,father,T,3,3,3,3,1
1304,mother,T,4,3,3,4,2
1305,mother,T,2,2,3,3,2
1306,mother,A,4,4,5,3,1
1307,mother,A,3,2,3,4,2
1308,mother,T,3,4,3,3,1
1309,mother,T,4,4,2,5,1
1310,father,T,2,1,3,4,1
1311,father,T,4,4,4,2,2
1312,mother,T,4,3,3,5,1
1313,other,A,2,2,3,3,1
1314,mother,T,4,4,3,2,1
1315,mother,T,4,4,4,4,1
1316,mother,T,3,3,3,3,1
1317,mother,T,3,2,4,4,1
1318,father,T,4,3,3,2,2
1319,mother,T,4,3,3,5,1
1320,father,T,4,4,2,2,1
1321,mother,T,4,2,3,5,2
1322,mother,T,2,2,3,3,2
1323,mother,T,2,4,2,4,1
1324,mother,T,2,2,4,4,1
1325,mother,T,2,2,3,3,1
1326,mother,T,4,2,4,2,1
1327,mother,A,3,4,3,4,2
1328,mother,T,4,4,5,5,1
1329,mother,T,4,4,4,2,1
1330,mother,T,4,4,4,4,1
1331,mother,T,4,3,1,5,1
1332,mother,T,3,3,3,3,2
1333,mother,T,3,2,3,3,1
1334,father,T,2,3,3,3,1
1335,mother,T,4,3,4,5,2
1336,mother,A,4,4,5,3,1
1337,mother,T,3,4,2,4,1
1338,mother,T,2,2,3,1,1
1339,mother,T,2,2,3,3,2
1340,other,T,4,4,3,5,2
1341,father,T,4,4,5,4,1
1342,father,T,2,2,4,4,1
1343,father,T,2,2,1,3,2
1344,mother,A,4,3,3,3,2
1345,mother,A,3,3,4,3,2
1346,mother,T,4,3,4,2,1
1347,mother,T,4,2,3,5,1
1348,father,T,4,4,5,4,1
1349,mother,T,2,2,4,4,2
1350,mother,T,4,2,3,2,2
1351,father,A,4,2,2,2,2
1352,mother,T,4,4,4,4,1
1353,mother,A,3,3,3,3,2
1354,mother,A,2,1,3,3,1
1355,mother,A,4,3,4,4,1
1356,mother,T,4,4,2,5,1
1357,father,T,1,2,1,3,2
1358,mother,T,4,2,3,4,1
1359,mother,T,4,4,5,2,1
1360,father,T,1,1,4,4,1
1361,father,T,1,2,4,3,2
1362,mother,T,4,3,2,5,1
1363,father,T,4,3,4,4,2
1364,mother,T,4,3,4,5,2
1365,mother,A,4,4,4,3,1
1366,mother,T,3,1,3,4,1
1367,mother,T,2,2,4,2,2
1368,father,T,3,1,3,3,2
1369,father,T,3,1,3,3,1
1370,mother,T,4,2,3,3,1
1371,mother,T,1,1,3,3,1
1372,mother,T,3,1,3,3,1
1373,mother,T,3,3,4,3,1
1374,mother,T,4,3,3,5,1
1375,mother,T,4,0,3,5,1
1376,mother,T,2,2,3,3,1
1377,mother,T,2,1,3,3,1
1378,mother,T,3,4,3,1,1
1379,father,T,2,3,4,3,1
1380,mother,T,2,3,3,3,1
1381,mother,T,3,2,3,4,2
1382,mother,T,2,2,4,4,2
1383,father,T,1,1,3,3,1
1384,father,T,4,4,4,4,1
1385,mother,T,2,2,3,1,2
1386,mother,T,4,2,3,3,1
1387,father,T,2,2,3,4,1
1388,mother,A,4,4,2,5,2
1389,mother,T,3,3,3,3,1
1390,mother,T,4,3,3,4,1
1391,father,T,3,1,3,3,2
1392,mother,T,4,2,4,5,1
1393,mother,T,2,2,2,4,2
1394,mother,T,1,1,3,1,1
1395,mother,T,4,3,3,4,1
1396,mother,T,2,1,3,3,1
1397,mother,T,4,4,3,3,1
1398,mother,T,4,3,1,3,1
1399,mother,T,4,4,4,4,1
1400,father,T,4,4,5,4,1
1401,mother,T,4,4,3,4,1
1402,mother,T,3,2,3,4,1
1403,mother,A,3,4,3,4,1
1404,father,A,3,3,2,3,1
1405,mother,T,2,2,3,3,1
1406,father,T,3,3,3,4,1
1407,father,T,4,4,3,3,1
1408,mother,T,4,4,2,2,2
1409,mother,A,4,4,5,5,2
1410,father,T,3,3,3,4,1
1411,mother,T,2,2,3,1,1
1412,mother,T,4,2,3,5,2
1413,mother,T,2,1,4,2,1
1414,father,T,4,4,5,5,1
1415,father,T,4,4,5,3,1
1416,father,T,3,3,4,3,1
1417,father,T,1,3,3,3,1
1418,father,T,3,4,3,3,1
1419,mother,T,1,2,4,1,1
1420,father,T,2,2,4,4,1
1421,father,T,2,4,2,3,2
1422,mother,T,4,4,3,2,1
1423,mother,T,2,2,3,3,1
1424,father,T,3,4,4,4,1
1425,mother,A,3,4,3,3,2
1426,other,T,0,1,3,1,1
1427,mother,T,4,4,5,5,1
1428,mother,T,2,3,3,3,1
1429,father,T,3,4,5,4,1
1430,mother,T,2,1,3,4,1
1431,mother,A,2,1,3,3,2
1432,mother,T,1,1,3,1,1
1433,father,T,2,2,3,3,2
1434,father,A,3,4,3,4,1
1435,mother,T,2,1,3,1,1
1436,mother,A,2,2,3,3,1
1437,mother,T,3,4,5,1,1
1438,mother,T,4,4,1,4,1
1439,mother,T,3,4,3,1,1
1440,mother,T,1,1,3,1,1
1441,mother,T,3,1,4,4,2
1442,other,A,3,2,4,3,1
1443,mother,T,1,1,4,3,1
1444,other,A,3,3,3,3,1
1445,mother,T,1,1,3,4,2
1446,mother,T,4,4,5,5,1
1447,mother,T,1,1,3,3,1
1448,father,T,4,3,4,5,1
1449,mother,A,3,3,4,4,1
1450,mother,T,4,4,4,4,1
1451,father,T,2,2,4,4,2
1452,mother,T,4,4,4,5,1
1453,mother,T,1,1,1,1,2
1454,mother,T,2,1,3,3,1
1455,father,T,1,1,4,3,1
1456,mother,A,2,1,3,1,2
1457,father,T,3,2,4,2,1
1458,mother,T,1,2,3,1,1
1459,father,T,1,2,4,1,1
1460,mother,T,4,4,5,5,1
1461,mother,A,2,1,3,4,2
1462,mother,T,1,1,3,3,2
1463,mother,T,2,1,3,1,2
1464,other,T,3,3,4,4,1
1465,mother,T,3,2,1,4,1
1466,mother,T,4,4,5,3,1
1467,mother,T,2,3,4,1,1
1468,mother,T,1,2,3,3,2
1469,mother,T,1,1,3,1,1
1470,mother,T,2,2,3,1,1
1471,father,T,3,3,4,3,1
1472,mother,T,1,2,4,2,2
1473,mother,T,2,1,3,1,2
1474,mother,T,3,2,3,3,1
1475,mother,T,1,2,3,3,2
1476,father,T,1,3,4,1,1
1477,mother,T,1,1,4,3,2
1478,mother,T,3,2,4,4,1
1479,father,T,2,2,3,3,1
1480,father,T,4,2,4,2,1
1481,mother,T,2,2,3,3,1
1482,mother,T,4,4,2,2,1
1483,father,T,3,4,3,3,1
1484,mother,T,1,0,3,3,1
1485,mother,T,4,4,3,5,2
1486,mother,T,1,3,4,1,1
1487,mother,T,3,3,3,3,2
1488,mother,T,4,3,3,5,2
1489,mother,T,2,2,3,4,1
1490,father,T,3,3,3,3,1
1491,mother,T,4,2,4,5,1
1492,mother,T,4,3,3,3,1
1493,mother,T,4,3,3,5,1
1494,mother,T,3,3,3,4,1
1495,father,T,2,4,4,4,1
1496,mother,T,3,3,3,3,2
1497,mother,T,3,2,3,3,1
1498,mother,T,3,3,4,4,1
1499,mother,T,1,2,4,4,1
1500,mother,T,2,1,3,3,2
1501,mother,A,3,3,3,2,1
1502,mother,T,1,2,3,1,1
1503,mother,T,2,3,4,4,1
1504,mother,T,1,1,4,1,1
1505,other,T,1,2,4,1,1
1506,mother,T,3,3,4,4,1
1507,father,T,2,3,3,3,1
1508,father,T,2,4,4,4,2
1509,mother,T,4,4,5,4,1
1510,father,T,3,3,3,5,2
1511,mother,T,4,4,5,4,1
1512,mother,T,4,4,5,5,2
1513,mother,T,4,3,3,2,1
1514,mother,T,2,3,3,3,1
1515,mother,T,1,1,3,3,1
1516,mother,T,2,2,3,3,1
1517,mother,T,2,2,4,4,1
1518,mother,T,3,4,4,1,1
1519,mother,A,3,1,3,4,1
1520,mother,T,4,3,3,5,1
1521,mother,T,1,1,3,1,1
1522,mother,T,4,3,3,5,1
1523,other,T,3,3,3,3,1
1524,mother,T,4,4,3,4,2
1525,mother,A,2,2,3,3,1
1526,mother,T,2,2,3,4,1
1527,mother,T,4,4,3,4,2
1528,mother,T,3,2,3,3,2
1529,mother,T,4,3,3,3,1
1530,father,T,3,3,2,4,2
1531,father,T,2,3,3,1,1
1532,mother,T,2,2,1,1,1
1533,mother,T,2,1,4,1,1
1534,mother,T,1,1,3,1,1
1535,mother,T,2,3,5,4,1
1536,mother,T,2,2,3,3,1
1537,mother,T,4,4,4,5,1
1538,mother,T,3,1,3,3,1
1539,mother,T,3,2,3,3,1
1540,father,T,2,3,4,4,2
1541,mother,T,2,1,3,1,2
1542,mother,A,2,1,3,3,1
1543,father,T,4,3,3,2,2
1544,father,T,2,2,3,3,1
1545,mother,T,4,4,5,5,1
1546,father,T,4,4,3,2,1
1547,mother,T,1,1,3,3,2
1548,mother,T,3,2,3,1,1
1549,father,T,2,2,3,3,2
1550,mother,T,2,1,3,3,1
1551,mother,A,4,1,3,3,1
1552,mother,A,2,4,3,4,2
1553,mother,T,2,2,4,1,2
1554,mother,T,3,3,3,3,1
1555,other,T,2,2,1,3,1
1556,mother,T,4,4,5,5,1
1557,father,T,3,2,3,3,1
1558,mother,T,1,1,1,1,2
1559,mother,T,1,2,3,3,1
1560,mother,T,2,1,4,1,1
1561,other,A,1,4,3,3,2
1562,father,T,2,2,4,3,1
1563,mother,A,2,2,3,3,2
1564,mother,T,1,1,3,1,2
1565,mother,A,4,2,3,5,2
1566,mother,T,4,3,3,2,2
1567,mother,A,4,4,3,5,2
1568,mother,T,4,3,3,5,2
1569,mother,T,4,4,4,4,1
1570,mother,T,4,4,4,5,1
1571,father,T,1,1,3,3,1
1572,mother,T,3,3,3,4,1
1573,mother,T,1,1,3,1,1
1574,other,T,2,1,3,3,1
1575,mother,T,2,1,3,3,1
1576,father,T,1,1,4,3,1
1577,father,T,2,3,3,3,1
1578,mother,T,3,1,4,4,1
1579,mother,T,3,3,4,3,2
1580,mother,T,0,2,3,3,1
1581,mother,T,3,2,3,4,1
1582,other,T,3,3,3,1,1
1583,mother,T,2,1,4,4,1
1584,mother,T,2,1,3,3,1
1585,mother,T,2,1,3,3,1
1586,mother,T,1,1,3,2,2
1587,mother,A,2,1,3,3,2
1588,mother,T,4,2,4,5,2
1589,mother,T,2,2,4,4,1
1590,mother,T,2,1,3,4,2
1591,mother,T,4,2,3,3,1
1592,mother,T,1,1,1,3,2
1593,mother,T,2,2,3,3,1
1594,mother,A,4,3,1,4,2
1595,mother,T,2,1,3,3,1
1596,mother,T,2,2,4,3,1
1597,father,T,2,2,4,4,2
1598,other,T,2,1,3,3,1
1599,father,T,4,3,3,4,1
1600,mother,T,4,3,3,5,1
1601,mother,T,3,2,3,3,1
1602,mother,T,3,3,3,3,1
1603,mother,T,2,2,4,1,1
1604,father,T,2,2,3,3,1
1605,mother,A,3,4,3,3,2
1606,mother,T,3,1,3,4,1
1607,mother,T,4,4,3,5,1
1608,father,T,4,2,3,2,1
1609,mother,T,2,1,3,3,1
1610,other,T,3,3,4,3,1
1611,father,T,2,3,4,3,1
1612,mother,T,1,1,3,3,2
1613,mother,T,1,2,1,1,1
1614,mother,T,2,1,3,3,1
1615,mother,T,2,4,2,1,1
1616,mother,T,2,2,3,4,2
1617,mother,A,3,2,4,3,1
1618,mother,T,4,4,4,5,1
1619,father,T,4,4,2,2,1
1620,father,T,2,2,4,3,1
1621,father,T,3,2,4,4,1
1622,mother,T,4,3,4,5,2
1623,other,T,1,2,3,1,1
1624,mother,A,4,1,3,4,2
1625,mother,A,3,2,4,5,2
1626,mother,T,1,1,3,1,2
1627,mother,T,1,1,3,3,1
1628,mother,T,2,2,3,3,1
1629,mother,T,2,1,3,3,1
